Title,Genres,Imdb Score,tags
PK,"['comedy', 'drama']",8.1/10,Aamir Khan teams with director Rajkumar Hirani to play a social crusader in a political satire on the state of corruption in India. comedy drama AamirKhan AnuskhaSharma SanjayDutt SaurabhShukla ParikshatSahni SushantSinghRajput BomanIrani Rukhsar
Players,"['action', 'adventure', 'drama']",4.0/10,"Learning of a fortune in gold being secretly shipped to Romania, master thieves Charlie and Riya assemble a crack team to steal it. action adventure drama VinodKhanna AbhishekBachchan BobbyDeol SonamKapoor BipashaBasu NeilNitinMukesh SikanderKher OmiVaidya JohnyLever ShwetaBhardwaj"
Prem Ratan Dhan Payo,"['action', 'adventure', 'drama']",4.3/10,"While recovering from an assassination attempt four days prior to his coronation, a stern prince is replaced by a joyful and generous doppelgÃ¤nger. action adventure drama SalmanKhan SonamKapoor AnupamKher NeilNitinMukesh SanjayMishra SwaraBhaskar DeepakDobriyal ArmanKohli ManojJoshi SamairaRao KarunaPandey SuchetaKhanna"
Pokamon the Movie: I Choose You!,"['animation', 'family']",6.1/10,"When Ash tries to pick his first PokÃ©mon on his birthday, he ends up with a stubborn Pikachu and they embark on a journey to find the legendary Ho-Oh. animation family IkueOtani SarahNatochenny DavidOliverNelson MikePollock KateBristol SuzyMyers RodgerParsons"
Pokamon the Movie: Power of Us,"['animation', 'family']",6.4/10,"Ash and Pikachu journey to Fula City for its Wind Festival. When disaster looms, they must work together with a group of misfits to save the day! animation family GimYeong-seon IkueOtani OInseong ISen-ho Jeong-shinWoo SarahNatochenny"
Pokamon: Indigo League,"['animation', 'family']",7.6/10,"Explore the world of PokÃ©mon with 10-year-old Ash Ketchum and his partner, Pikachu, as they aim for Ash's ultimate goal: becoming a PokÃ©mon master. animation family RicaMatsumoto IkueOtani MayumiIizuka MegumiHayashibara UnshoIshizuka"
Pokamon: Mewtwo Strikes Back - Evolution,"['animation', 'family']",5.6/10,"After accepting an invitation from a mysterious trainer, Ash, Misty and Brock meet Mewtwo, an artificially created PokÃ©mon who wants to do battle. animation family SarahNatochenny DanGreen BillRogers MicheleKnotz AlysonLeighRosenfeld RodgerParsons"
Pyaar Ka Punchnama 2,"['comedy', 'drama']",7.2/10,Three young bachelors find the reality of relationships to be far removed from the idea of true romance that they had once pursued. comedy drama KartikAaryan NushratBharucha SonalliSehgall SunnySingh IshitaRaj OmkarKapoor SharatSaxena MonaAmbegaonkar
Qismat,"['romance', 'drama']",8.4/10,"A young villager moves to Chandigarh and falls for his bubbly neighbor, but their love story is affected by several heartbreaking twists of fate. romance drama AmmyVirk SargunMehta GugguGill Tania HarbySangha HardeepGill SukhdevBarnala SatwantKaur BaljinderKaur JashanjeetGosha"
Queen,"['comedy', 'drama']",8.2/10,"Dumped by her fiancÃ©, a sheltered young woman decides to go on her honeymoon to Europe alone, embarking on an exhilarating journey of self-discovery. comedy drama KanganaRanaut RajkummarRao LisaHaydon MishBoyko JeffreyCheeEngHo MarcoCanadea SabeekaImam YogendraTikku"
Raajneeti,"['thriller', 'drama']",7.0/10,"When the American-educated scion of a powerful Indian family returns to the subcontinent, his first taste of power starts him down a corrupt path. thriller drama AjayDevgn NanaPatekar RanbirKapoor KatrinaKaif ArjunRampal ManojBajpayee SarahThompson NaseeruddinShah"
Race,"['musical', 'action', 'adventure', 'drama']",6.9/10,The plot thickens around two horse-racing competitors when three beautiful women come into their lives and a murder is committed. musical action adventure drama SaifAliKhan AkshayeKhanna KatrinaKaif BipashaBasu AnilKapoor SameeraReddy
Race 2,"['musical', 'action', 'adventure', 'drama']",5.3/10,"In this sequel set in the world of horse racing, half-brothers Ranvir and Rajiv Singh return for another complex tale of love, greed and violence. musical action adventure drama AnilKapoor SaifAliKhan JohnAbraham DeepikaPadukone JacquelineFernandez AmeeshaPatel RajeshKhattar ChunkyPandey"
Raees,"['action', 'adventure', 'drama']",6.9/10,"After street smart kid Raees rises to become Gujarat's bootlegging king in the 1980s, he tries to balance his life of crime with helping his people. action adventure drama ShahRukhKhan MahiraKhan NawazuddinSiddiqui MohammedZeeshanAyyub SheebaChaddha ShubhamChintamani ShubhamTukaram AtulKulkarni NarendraJha JaideepAhlawat SunnyLeone"
Ragnarok,"['action', 'adventure', 'drama']",7.6/10,"In a Norwegian town poisoned by pollution and rattled by melting glaciers, the End Times feel all too real. Itâ€™ll take a legend to battle an old evil. action adventure drama DavidStakston JonasStrandGravli HermanTÃ¸mmeraas TheresaFrostadEggesbÃ¸ EmmaBones HenrietteSteenstrup GÃ­sliÃ–rnGarÃ°arsson SynnÃ¸veMacodyLund YlvaThedinBjÃ¸rkaas Odd-MagnusWilliamson"
Raman Raghav 2.0,"['thriller', 'drama']",7.5/10,A corrupt cop and a serial killer obsessed with a psychopath from the '60s get caught up in a ruthless cat-and-mouse game in this Indian thriller. thriller drama NawazuddinSiddiqui VickyKaushal SobhitaDhulipala MukeshChhabra AnuschkaSawhney VipinSharma DeepaliSuryakantBadekar AshokLokhande HarsshSingh RajeshJais HiteshDave
Rang De Basanti,['drama'],8.2/10,An idealistic English filmmaker casts a group of student actors in her docudrama about India's revolution against British rule in the 1920s. drama AamirKhan Siddharth AtulKulkarni SharmanJoshi KunalKapoor AlicePatten SohaAliKhan WaheedaRehman KironKher OmPuri AnupamKher Madhavan
Resident Evil: Afterlife,"['sci-fi', 'horror', 'fantasy', 'adventure', 'action']",6.0/10,"In search of a rumored safe haven, Alice takes refuge with a group of survivors in a Los Angeles prison surrounded by hordes of undead. sci-fi horror fantasy adventure action MillaJovovich AliLarter KimCoates ShawnRoberts SergioPeris-Mencheta SpencerLocke BorisKodjoe WentworthMiller"
Resident Evil: Extinction,"['sci-fi', 'horror', 'fantasy', 'adventure', 'action']",6.1/10,"Years after the Raccoon City disaster, Alice unites with a small band of survivors in Las Vegas as her enemies turn to a more sinister scheme. sci-fi horror fantasy adventure action MillaJovovich OdedFehr AliLarter IainGlen Ashanti ChristopherEgan SpencerLocke MatthewMarsden LindenAshby JasonO'Mara MikeEpps"
RESIDENT EVIL: Infinite Darkness,"['horror', 'animation', 'thriller']",6.4/10,"Years after the horrors of Raccoon City, Leon and Claire find themselves consumed by a dark conspiracy when a viral attack ravages the White House. horror animation thriller NickApostolides StephaniePanisello RayChase JonaXiao BillyKametz JoeJ.Thomas DougStone BradVenable ToshiyukiMorikawa YuhkoKaida FumihikoTachiki MegumiHan KenjiNojima KazuhikoInoue ArunoTahara MitsuruOgata"
Riverdale,"['crime', 'mystery', 'drama']",7.0/10,"While navigating the troubled waters of sex, romance, school and family, teen Archie and his gang become entangled in a dark Riverdale mystery. crime mystery drama K.J.Apa LiliReinhart CamilaMendes ColeSprouse MarisolNichols MadelainePetsch AshleighMurray MÃ¤dchenAmick LukePerry CaseyCott CharlesMelton MarkConsuelos LochlynMunro PeterBryant ColinLawrence MollyRingwald AshaBromfield BarclayHope HayleyLaw MartinCummins SarahHabel NathalieBoltt SkeetUlrich"
Rock On!!,"['musical', 'drama']",7.8/10,"Four friends hoped that their rock band would be a hit. After breaking up, the band members reunite and take another shot at fulfilling their dream. musical drama FarhanAkhtar ArjunRampal PurabKohli LukeKenny PrachiDesai ShahanaGoswami KoelPurie"
Saaho,"['action', 'adventure', 'drama']",5.1/10,"In a fictional megalopolis, a stunning underworld theft triggers a fierce power struggle among the gangsters, with an enigmatic cop on their trail. action adventure drama Prabhas ShraddhaKapoor JackieShroff ChunkyPandey NeilNitinMukesh ArunVijay VennelaKishore MurliSharma Lal PrakashBelawadi MaheshManjrekar TinnuAnand"
Rocky Handsome,"['action', 'adventure', 'drama']",6.6/10,A reclusive pawn shop owner sets his sights on revenge when vicious gangsters kidnap his drug-addicted neighbor's young daughter. action adventure drama JohnAbraham DiyaChalwad ShrutiHaasan NishikantKamat SharadKelkar NathaliaKaur
Sacred Games,"['crime', 'drama']",8.6/10,"A link in their pasts leads an honest cop to a fugitive gang boss, whose cryptic warning spurs the officer on a quest to save Mumbai from cataclysm. crime drama SaifAliKhan NawazuddinSiddiqui RadhikaApte NeerajKabi JitendraJoshi"
Roohi,"['comedy', 'horror', 'drama']",4.1/10,"Hired to kidnap a bride, two bumbling pals face a wacky predicament when one falls for their abductee â€” and the other, for the spirit possessing her. comedy horror drama RajkummarRao VarunSharma JanhviKapoor ManavVij SaritaJoshi AnuraagArora AlexxO'Nell RajeshJais"
Sanju,['drama'],7.6/10,"From the depths of addiction to the heights of stardom to underworld entanglements, this biopic traces the checkered past of Indian actor Sanjay Dutt. drama RanbirKapoor VickyKaushal PareshRawal SonamKapoor DiaMirza JimSarbh AnushkaSharma ManishaKoirala BomanIrani"
Rowdy Rathore,"['comedy', 'action', 'adventure', 'drama']",5.5/10,"A con man uncovers a deadly secret and must save his lady love, the little girl who insists she's his daughter and the small-town locals from the mob. comedy action adventure drama AkshayKumar SonakshiSinha Nasser YashpalSharma PareshGanatra GurdipKohli MushtaqKhan AmitKumarTiwari"
Scooby-Doo!: Mystery Incorporated,"['comedy', 'family']",7.9/10,"In this animated update of the cartoon classic, Scooby-Doo, Shaggy and their pals solve spooky mysteries in a hamlet bedeviled by supernatural bedlam. comedy family FrankWelker MindyCohn GreyDeLisle MatthewLillard PatrickWarburton GaryCole FrancesConroy VivicaA.Fox"
Sarkar,"['action', 'adventure', 'drama']",6.9/10,A ruthless businessmanâ€™s mission to expose electoral fraud brings him into a heated and dangerous political conflict with two corrupt ministers. action adventure drama Vijay VaralakshmiSarathkumar KeerthiSuresh RadhaRavi PalaKaruppaiah YogiBabu
Scary Movie 5,"['comedy', 'horror']",3.6/10,"Taking aim at not only the horror genre but also films like ""Black Swan"" and ""Inception,"" ""Scary Movie 5"" widens the franchise's scope of mockery. comedy horror SimonRex AshleyTisdale CharlieSheen LindsayLohan GracieWhitton AvaKolker EricaAsh LidiaPorto KatrinaBowden TerryCrews"
Scream,"['crime', 'horror', 'mystery']",7.2/10,"In this new TV series sequel to the classic horror franchise, a cyberbullying incident in Lakewood leads to a murder with chilling echoes of the past. crime horror mystery WillaFitzgerald BexTaylor-Klaus JohnKarna AmadeusSerafini ConnorWeil CarlsonYoung JasonWiles TracyMiddendorf TomMaden BobbyCampo SantiagoSegura MikeVaughn"
Singham,"['action', 'adventure', 'drama']",7.0/10,A police inspector kills himself after a powerful gangster frames him for corruption â€“ but soon the thug faces the full force of cop Bajirao Singham. action adventure drama AjayDevgn KajalAggarwal PrakashRaj SonaliKulkarni SachinKhedekar SudhanshuPandey AnantJog
Spy Kids: Mission Critical,['family'],4.7/10,"In this animated spinoff series, Juni and Carmen Cortez must battle the evil organization S.W.A.M.P. â€“ without the help of their super-spy parents. family AshleyBornancin CarterHastings CaitlynBairstow NicholasCoombe NestaCooper RichardIanCox TomKenny TravisTurner CandiMilo MiraSorvino"
Snowpiercer,"['action', 'adventure', 'drama']",7.2/10,The Earth's remaining inhabitants are confined to a single train circling the globe as revolution brews among the class-divided cars. action adventure drama ChrisEvans SongKang-ho EdHarris JohnHurt TildaSwinton JamieBell OctaviaSpencer EwenBremner AlisonPill AdnanHaskovic VladIvanov KoA-sung LukePasqualino
Spyder,"['action', 'adventure', 'drama']",6.4/10,"When an Intelligence Bureau officerâ€™s phone-tapping day job leads him to a serial killer, he must track down and thwart the murdererâ€™s next steps. action adventure drama MaheshBabu RakulPreetSingh S.J.Surya BharathSrinivasan PriyadarshiPullikonda RJBalaji"
Sofia the First,['family'],6.8/10,"When her commoner mother marries the king, average-girl Sofia finds that being a real princess isn't all it's cracked up to be. family ArielWinter DarcyRoseByrnes SaraRamirez TimGunn CocoGrayson TravisWillingham WayneBrady JessHarnell MeghanStrange ZachCallison"
Star Trek,"['sci-fi', 'action', 'adventure', 'fantasy']",8.0/10,"On their first voyage aboard the starship Enterprise, cocky rebel James T. Kirk and logic-driven Vulcan Spock try to defeat a vengeful Romulan commander. sci-fi action adventure fantasy ChrisPine ZacharyQuinto KarlUrban ZoeSaldana SimonPegg JohnCho AntonYelchin EricBana LeonardNimoy BruceGreenwood BenCross WinonaRyder"
Special 26,"['thriller', 'drama']",8.0/10,"In this fact-based crime drama, a gang of con artists posing as government officials executes a heist in the form of a raid on a prominent jeweler. thriller drama AkshayKumar ManojBajpayee AnupamKher JimmyShergill KajalAggarwal DivyaDutta KharajMukherjee RajeshSharma KishoreKadam NeeruBajwa DeepRajRana NeetuSingh"
Stree,"['comedy', 'horror', 'drama']",7.5/10,"Once a year, men in a small town fear abduction by an eccentric female spirit. A young tailor dismisses the idea of the ghost â€“ until he falls for her. comedy horror drama RajkummarRao ShraddhaKapoor PankajTripathi AparshaktiKhurana AbhishekBanerjee AtulSrivastava"
Swades,['drama'],8.1/10,An Americanized NASA scientist returns to his native India on a business trip and searches for the nanny who helped raise him. drama ShahRukhKhan GayatriJoshi KishoriBalal SmithSeth LekhTandon RajeshVivek DayaShankarPandey FarrukhJaffar
Supergirl,"['sci-fi', 'action', 'adventure', 'fantasy']",6.1/10,"To avert a disaster, Kara Danvers reveals her powers and true identity: She is Superman's cousin, now known as Supergirl, protector of National City. sci-fi action adventure fantasy MelissaBenoist MehcadBrooks ChylerLeigh JeremyJordan DavidHarewood CalistaFlockhart EmmaTremblay AdrianPasdar KatieMcGrath DavidSt.Louis OdetteAnnable FlorianaLima EricaDurance"
Stranger Things,"['sci-fi', 'horror', 'mystery', 'fantasy']",8.7/10,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces and one strange little girl. sci-fi horror mystery fantasy WinonaRyder DavidHarbour FinnWolfhard MillieBobbyBrown GatenMatarazzo CalebMcLaughlin NataliaDyer CharlieHeaton CaraBuono NoahSchnapp MatthewModine JoeKeery DacreMontgomery SadieSink PaulReiser SeanAstin"
Strangers from Hell,"['horror', 'drama']",8.0/10,Unpleasant events disturb the life of an aspiring crime fiction writer when he becomes a resident of an apartment building teeming with shady neighbors. horror drama LeeDong-wook ImSi-wan LeeJung-eun LeeHyun-wook ParkJong-hwan LeeJoong-ok AhnEun-jin
Stuart Little,"['comedy', 'family']",6.1/10,"When his parents adopt a mouse instead of a little boy, George realizes brothers come in all shapes and sizes. But Snowbell the cat is not so welcoming. comedy family MichaelJ.Fox JonathanLipnicki GeenaDavis HughLaurie NathanLane"
Taare Zameen Par,['drama'],8.5/10,"When daydreamer Ishaan is sent to boarding school, an unconventional art teacher tries to help the imaginative student discover his true identity. drama AamirKhan DarsheelSafary TanayChheda TiscaChopra VipinSharma GirijaOak M.K.Raina"
Talaash,"['thriller', 'drama']",7.3/10,"Set in the jumbled landscape of Mumbai, this mystery drama centers on a police inspector who's trying to cope with the collapse of his marriage. thriller drama AamirKhan RaniMukerji KareenaKapoor NawazuddinSiddiqui ShernazPatel SheebaChaddha"
Tamasha,"['romance', 'drama']",7.2/10,"Meeting while on vacation, Ved and Tara sense a connection but vow to keep their real identities a secret. Years later, their paths cross again. romance drama RanbirKapoor DeepikaPadukone PiyushMishra JavedSheikh NikhilBhagat FaraazServaia"
Tanu Weds Manu,"['comedy', 'drama']",6.6/10,"When London-based doctor Manu reluctantly returns to India to find a bride, he meets the girl of his dreams â€“ only to discover she loves another man. comedy drama Madhavan KanganaRanaut JimmyShergill DeepakDobriyal SwaraBhaskar EijazKhan K.K.Raina RajendraGupta RaviKishan NavniParihar"
Tere Naal Love Ho Gaya,"['comedy', 'romance', 'drama']",5.7/10,"Mini isn't eager to wed the rich suitor who's been chosen for her, so she stages her own kidnapping and runs off with a man who works for her father. comedy romance drama RiteishDeshmukh GeneliaD'Souza TinnuAnand OmPuri SmitaJaykar ChitrashiRawat NavinPrabhakar KartarCheema"
Terminator 2: Judgment Day,"['sci-fi', 'fantasy', 'adventure', 'drama', 'action']",8.5/10,"Two Terminators travel from the future to track down Sarah Connor's young son, John: One machine is programmed to kill him, the other to protect him. sci-fi fantasy adventure drama action ArnoldSchwarzenegger LindaHamilton EdwardFurlong RobertPatrick JoeMorton EarlBoen S.EpathaMerkerson DannyCooksey CastuloGuerra"
The BFG,"['family', 'drama']",6.6/10,A little orphan meets up with a kind giant who's supposed to eat her but instead protects her from some truly horrible giants who terrorize them both. family drama MarkRylance RubyBarnhill PenelopeWilton JemaineClement RebeccaHall RafeSpall BillHader Ã“lafurDarriÃ“lafsson AdamGodley MichaelAdamthwaite DanielBacon JonathanHolmes ChrisGibbs PaulMonizdeSa
Thaandavam,"['musical', 'action', 'adventure', 'drama']",5.9/10,"In London, a mysterious blind man named Kenny appears to be an assassin who uses echolocation to kill, but there is more to Kenny than meets the eye. musical action adventure drama Vikram JagapathiBabu AnushkaShetty AmyJackson LakshmiRai Santhanam Nasser SaranyaPonvannan"
Thackeray (Hindi),['drama'],5.0/10,"From controversial cartoonist to powerful Mumbai politician, this biopic maps the meteoric rise of far-right Shiv Sena party founder, Bal Thackeray. drama NawazuddinSiddiqui AmritaRao RajeevPanday SanjayNarvekar RajeshKhera PrakashBelawadi AvantikaAkerkar"
Thambi,"['thriller', 'drama']",6.6/10,"As a tip leads a local politician to his long-estranged son, his daughter has doubts about whether the young man is truly family or just an impostor. thriller drama Jyothika Sathyaraj Karthi ShowkarJanaki NikhilaVimal Havarasu AnsonPaul"
Thank You,"['comedy', 'romance', 'drama']",4.5/10,Three cheating husbands end up paying the price for their infidelities when their spouses hire a private detective â€“ who falls for one of the wives. comedy romance drama AkshayKumar BobbyDeol SonamKapoor IrrfanKhan SunilShetty RimiSen CelinaJaitly
The Bridge Curse,"['horror', 'thriller', 'drama']",5.4/10,A group of university students decides to test an urban legend about the ghost of a female student that haunts a campus bridge. horror thriller drama JCLin VeraYen SummerMeng NingChang RubyZhan HsiehYi-hung ChengKo
The Conjuring,"['horror', 'thriller']",7.4/10,"When a family starts experiencing supernatural terrors after moving into a Rhode Island farmhouse, they seek the help of a pair of noted demonologists. horror thriller VeraFarmiga PatrickWilson LiliTaylor RonLivingston ShanleyCaswell HayleyMcFarland JoeyKing MackenzieFoy KylaDeaver ShannonKook"
The Conjuring 2,['horror'],7.2/10,"After her daughter unwittingly releases a malevolent spirit in their house in London, a woman enlists the Warrens' help to confront the evil presence. horror PatrickWilson VeraFarmiga MadisonWolfe FrancesO'Connor LaurenEsposito BenjaminHaigh PatrickMcAuley SimonMcBurney MariaDoyleKennedy SimonDelaney FrankaPotente"
The Angry Birds Movie 2,"['comedy', 'family']",6.2/10,Enemies turn into frenemies when the Pigs call for a truce with the Birds to unite against a formidable new foe thatâ€™s threatening all of their homes. comedy family JasonSudeikis RachelBloom LeslieJones JoshGad BillHader DannyMcBride Awkwafina SterlingK.Brown TiffanyHaddish EugenioDerbez
The Crew,['comedy'],6.8/10,Life in the garage swerves off track for a NASCAR crew chief and his tight-knit racing team when a new boss steps in and shakes things up. comedy KevinJames SarahStiles JillianMueller FreddieStroma GaryAnthonyWilliams DanAhdoot
The Game Changers,"['documentary', 'sports']",8.0/10,"Special Forces trainer James Wilks asks elite athletes to compare the merits of meat, protein and plants for building strength. Spoiler: plants win. documentary sports ArnoldSchwarzenegger LewisHamilton JamesWilks PatrikBaboumian ScottJurek NimaiDelgado MorganMitchell RipEsselstyn DotsieBausch DamienMander MichaelThomas Dr.DeanOrnish DavidGoldman"
The Impossible,['drama'],7.5/10,"Tracking one family's harrowing experiences, this gripping drama depicts the chaos generated by the massive 2004 tsunami in Southeast Asia. drama NaomiWatts EwanMcGregor TomHolland SamuelJoslin OakleePendergast MartaEtura SÃ¶nkeMÃ¶hring GeraldineChaplin PloyJindachote JomjaoiSae-Limh"
The Invisible Guardian,"['thriller', 'drama']",6.6/10,"When an FBI-trained cop returns to her Navarre hometown to catch a killer targeting local teens, she must also face personal demons from her past. thriller drama MartaEtura ElviraMÃ­nguez FrancescOrella ItziarAizpuru Nene MiquelFernÃ¡ndez PedroCasablanc ColinMcFarlane BennNorthover"
The Invisible Guest,"['thriller', 'drama']",8.1/10,"After waking next to his now-dead lover in a hotel room, a young businessman hires a prominent lawyer to figure out how he ended up a murder suspect. thriller drama MarioCasas AnaWagener JosÃ©Coronado BÃ¡rbaraLennie FrancescOrella PacoTous DavidSelvas"
The Jungle Book,['family'],4.3/10,"This animated series follows young Mowgli and his animal mentors Bagheera and Baloo, who do their best to protect him from fierce tiger Shere Khan. family EmmaTate JimmyHibbert SamGold DavidHolt JosephJ.Terry"
The K2,"['romance', 'drama']",7.7/10,A fugitive soldier gets swept up in personal and political intrigue when he's hired as a bodyguard for the family of a presidential candidate. romance drama JiChang-wook SongYoon-a LimYoona ChoSeong-ha KimKap-soo LeeJung-jin SonTae-young ShinDong-mi
The Karate Kid,"['action', 'adventure', 'family', 'drama']",7.2/10,"When a bullied teen befriends an unassuming martial arts master, heâ€™ll learn life lessons â€” and the right moves â€” to beat back his merciless rivals. action adventure family drama RalphMacchio PatMorita ElisabethShue MartinKove RandeeHeller WilliamZabka RonThomas RobGarrison"
The Karate Kid Part II,"['action', 'adventure', 'family', 'drama']",6.0/10,"Daniel and his martial-arts mentor, Mr. Miyagi, visit Okinawa where they battle a hostile new nemesis and a former foe looking to settle an old score. action adventure family drama RalphMacchio PatMorita NobuMcCarthy TamlynTomita YujiOkumoto JoeyMiyashima MarcHayashi DannyKamekona TonyO'Dell MartinKove WilliamZabka"
The Karate Kid Part III,"['family', 'drama']",5.5/10,A returning adversary threatens the bond between karate champ Daniel and mentor Mr. Miyagi with an intricate plan for revenge and a brutal challenger. family drama RalphMacchio PatMorita RobynLively ThomasIanGriffith MartinKove SeanKanan JonathanAvildsen RandeeHeller WilliamChristopherFord
The Haunting of Bly Manor,"['horror', 'mystery', 'drama']",7.3/10,"Dead doesn't mean gone. An au pair plunges into an abyss of chilling secrets in this gothic romance from the creator of ""The Haunting of Hill House."" horror mystery drama VictoriaPedretti OliverJackson-Cohen HenryThomas AmeliaEve T'NiaMiller RahulKohli TahirahSharif AmelieBeaSmith BenjaminEvanAinsworth"
The Haunting of Hill House,"['horror', 'mystery', 'drama']",8.7/10,"Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it. horror mystery drama MichielHuisman CarlaGugino TimothyHutton HenryThomas ElizabethReaser OliverJackson-Cohen KateSiegel VictoriaPedretti LuluWilson MckennaGrace PaxtonSingleton JulianHilliard VioletMcGraw"
The King: Eternal Monarch,"['crime', 'drama']",8.4/10,"A modern-day Korean emperor passes through a mysterious portal and into a parallel world, where he encounters a feisty police detective. crime drama LeeMin-ho KimGo-eun WooDoâ€‘hwan KimKyung-nam JungEun-chae LeeJung-jin KimYoung-ok"
The Open House,"['horror', 'thriller']",3.4/10,"Following a tragedy, a mother and her teen son move to a relative's vacant vacation home, where eerie and unexplained forces conspire against them. horror thriller DylanMinnette PierceyDalton PatriciaBethune SharifAtkins AaronAbrams EdwardOlson KatieWalder PaulRae"
The Pixar Story,['documentary'],7.9/10,Go behind the scenes at Pixar Animation Studios with this Emmy-nominated documentary tracing the creation and history of the groundbreaking company. documentary StacyKeach
The Twilight Saga: Breaking Dawn: Part 1,"['romance', 'drama']",5.1/10,"After a dream wedding, Bella and Edward enter a new nightmare when a shocking development forces life-or-death decisions. romance drama KristenStewart RobertPattinson TaylorLautner BillyBurke PeterFacinelli ElizabethReaser KellanLutz NikkiReed JacksonRathbone AshleyGreene"
The Rain,"['mystery', 'drama']",6.1/10,"Six years after a brutal virus wipes out most of Scandinavia's population, two siblings join a band of young survivors seeking safety â€“ and answers. mystery drama AlbaAugust LucasLynggaardTÃ¸nnesen MikkelBoeFÃ¸lsgaard LukasLÃ¸kken JessicaDinnage SonnyLindberg AngelaBundalovic LarsSimonsen"
The Twilight Saga: Eclipse,"['romance', 'drama']",4.8/10,"With a bloodthirsty enemy on a quest for revenge, Bella must reconcile her love for vampire Edward and her growing feelings for werewolf Jacob. romance drama KristenStewart RobertPattinson TaylorLautner BryceDallasHoward BillyBurke DakotaFanning PeterFacinelli ElizabethReaser JacksonRathbone KellanLutz AshleyGreene NikkiReed"
The Twilight Saga: New Moon,"['romance', 'drama']",4.8/10,"Still reeling from the departure of vampire Edward Cullen, a heartbroken Bella Swan finds comfort in her friendship with werewolf Jacob Black. romance drama KristenStewart RobertPattinson TaylorLautner AshleyGreene RachelleLefevre BillyBurke MichaelSheen DakotaFanning PeterFacinelli ElizabethReaser JacksonRathbone KellanLutz NikkiReed EdiGathegi"
The Vampire Diaries,"['sci-fi', 'fantasy', 'mystery', 'drama']",7.6/10,"Trapped in adolescent bodies, feuding vampire brothers Stefan and Damon vie for the affection of captivating teenager Elena. sci-fi fantasy mystery drama NinaDobrev PaulWesley IanSomerhalder StevenR.McQueen SaraCanning KatGraham CandiceKing ZachRoerig MichaelTrevino MatthewDavis JosephMorgan"
The White Tiger,['drama'],7.0/10,The ambitious driver for a rich Indian family uses his wit and cunning to escape from poverty and become an entrepreneur. Based on the bestselling novel. drama AdarshGourav RajkummarRao PriyankaChopraJonas MaheshManjrekar VijayMaurya
The Sky Is Pink,['drama'],7.7/10,"After succumbing to her terminal illness, a teenager posthumously narrates her parentsâ€™ tenacious relationship in this drama based on a true story. drama RohitSaraf ZairaWasim FarhanAkhtar PriyankaChopra"
The Witch: Part 1 - The Subversion,"['sci-fi', 'fantasy', 'adventure', 'drama', 'action']",7.2/10,The life of a seemingly ordinary high school student with a mysterious past is turned upside down when a group of strangers show up and wreak havoc. sci-fi fantasy adventure drama action KimDa-mi ChoMin-soo ChoiWoo-shik ParkHee-soon ChoiJung-woo KoMin-si OhMi-hee KimByung-ok
The Witcher,"['action', 'adventure', 'drama']",8.2/10,"Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts. action adventure drama HenryCavill AnyaChalotra FreyaAllan JodhiMay MyAnnaBuring JoeyBatey EamonFarren MimiNdiweni BjÃ¶rnHlynurHaraldsson AdamLevy LarsMikkelsen RoycePierreson WilsonRadjou-Pujalte AnnaShaffer"
The Smurfs,"['comedy', 'family']",5.3/10,"When evil Gargamel tries to capture them, the Smurfs flee their woodland home, pass through a magic portal and find themselves stranded in New York. comedy family HankAzaria NeilPatrickHarris JaymaMays SofÃ­aVergara TimGunn JonathanWinters KatyPerry AlanCumming FredArmisen GeorgeLopez AntonYelchin KenanThompson JeffFoxworthy JohnOliver WolfgangPuck B.J.Novak PaulReubens"
The Smurfs 2,"['comedy', 'family']",5.5/10,"Evil magician Gargamel continues his quest to tap the power of the Smurfs, creating a pair of his own ""Smurf-alikes"" called the Naughties. comedy family NeilPatrickHarris BrendanGleeson JaymaMays HankAzaria KatyPerry ChristinaRicci JonathanWinters J.B.Smoove GeorgeLopez AntonYelchin FredArmisen JacobTremblay AlanCumming"
The Zoya Factor,"['comedy', 'drama']",4.1/10,"A goofy copywriter unwittingly convinces the Indian cricket team that sheâ€™s their lucky mascot, to the dismay of their superstition-shunning captain. comedy drama SonamKapoor DulquerSalmaan SanjayKapoor SikanderKher AngadBedi KoelPurie PoojaBhamrah ManuRishiChadha"
The Social Network,['drama'],7.8/10,Director David Fincher's biographical drama chronicles the meteoric rise of Facebook CEO Mark Zuckerberg from Harvard sophomore to Internet superstar. drama JesseEisenberg AndrewGarfield JustinTimberlake ArmieHammer MaxMinghella JoshPence BrendaSong RashidaJones JohnGetz DavidSelby
The Society,['drama'],7.0/10,"When everyone else mysteriously vanishes from their wealthy town, the teen residents of West Ham must forge their own society to survive. drama KathrynNewton GideonAdlon SeanBerdy NatashaLiuBordizzo JacquesColimon OliviaDeJonge AlexFitzalan KristineFroseth JosÃ©JuliÃ¡n AlexMacNicoll TobyWallace RachelKeller"
